procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
56  0   5888 1990092    576 10143616    0    0  2688  2958 58385 175474 84 13  3  0  0 2025-12-29 18:55:47
55  0   5888 2206924    576 10142956    0    0  2964  1770 67710 178767 80 16  2  0  1 2025-12-29 18:55:48
58  0   5888 2196144    576 10143020    0    0  2672  1616 67406 168098 83 17  0  0  0 2025-12-29 18:55:49
24  0   5888 2592304    576 10144168    0    0 12992  6999 88723 241579 74 22  4  0  0 2025-12-29 18:55:50
22  0   5888 2645184    576 10151180    0    0 43000 35572 80968 271899 56 27 17  0  0 2025-12-29 18:55:51
14  0   5888 2663828    576 10152596    0    0 36812 29912 92133 291520 54 28 18  0  0 2025-12-29 18:55:52
25  0   5888 2664452    576 10150152    0    0 16900  8964 111669 294837 46 24 28  0  2 2025-12-29 18:55:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
32  0   5888 2656744    576 10149644    0    0 23432 14688 74438 273667 52 26 22  0  0 2025-12-29 18:55:54
17  0   5888 2644204    576 10149700    0    0 16016  8824 69369 261415 58 24 18  0  0 2025-12-29 18:55:55
37  0   5888 2471040    576 10149868    0    0 14188  5276 68537 242563 65 23 12  0  0 2025-12-29 18:55:56
41  0   5888 2418916    576 10148756    0    0  9064  2455 70025 221247 77 21  2  0  0 2025-12-29 18:55:57
16  0   5888 2470216    576 10148588    0    0  5800  5268 81752 266195 68 21 10  0  1 2025-12-29 18:55:58
36  0   5888 2572976    576 10150904    0    0 12088 14972 109426 309444 51 21 26  0  0 2025-12-29 18:55:59
20  0   5888 2645432    576 10151916    0    0 10372 29506 116250 321831 50 25 24  1  0 2025-12-29 18:56:00
12  0   5888 2641600    576 10152208    0    0 10720 19129 153244 351985 45 26 28  1  1 2025-12-29 18:56:01
18  0   5888 2650284    576 10152112    0    0 11136 19216 152470 346509 45 26 28  1  1 2025-12-29 18:56:02
14  0   5888 2650216    576 10151972    0    0 11308 18797 144535 343898 45 26 28  1  1 2025-12-29 18:56:03
27  0   5888 2561640    576 10152268    0    0  8040 15134 103288 266248 55 25 19  0  1 2025-12-29 18:56:04
33  0   5888 2511156    576 10152200    0    0  6256  6741 78033 234151 68 21 11  0  0 2025-12-29 18:56:05
30  0   5888 2595216    576 10152108    0    0  9772 11806 94126 276082 60 22 17  0  0 2025-12-29 18:56:06
29  0   5888 2546832    576 10152176    0    0  7056  6351 70124 246955 68 19 13  0  0 2025-12-29 18:56:07
21  0   5888 2422948    576 10153828    0    0  9360 21526 78193 274973 66 20 14  0  1 2025-12-29 18:56:08
13  0   5888 2569696    576 10155228    0    0 10852 15750 88152 282553 54 23 21  1  1 2025-12-29 18:56:09
13  0   5888 2612564    576 10155980    0    0 10916 34915 135078 337033 48 25 26  1  0 2025-12-29 18:56:10
44  0   5888 2433028    576 10155952    0    0  6568 11842 99407 263215 62 22 15  0  0 2025-12-29 18:56:11
40  0   5888 2253660    576 10155884    0    0  3100  4805 82510 219222 79 18  2  0  0 2025-12-29 18:56:12
27  0   5888 2465452    576 10155848    0    0  8132  6485 92737 266258 71 20  9  0  0 2025-12-29 18:56:13
12  0   5888 2603960    576 10155804    0    0 10212 18367 139408 333625 47 24 26  1  2 2025-12-29 18:56:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
41  1   5888 2597124    576 10155940    0    0 10727 18984 105437 297839 53 22 24  0  1 2025-12-29 18:56:15
30  0   5888 2505356    576 10155928    0    0 10632 11770 95415 290408 59 22 19  0  0 2025-12-29 18:56:16
27  0   5888 2529136    576 10155900    0    0  9276  7116 76118 271155 67 20 13  0  0 2025-12-29 18:56:17
39  0   5888 2413820    576 10157404   20    0  8236  5862 70868 253124 71 21  7  0  0 2025-12-29 18:56:18
25  0   5888 2554296    576 10160512    0    0  3888 10987 77812 269528 58 24 17  0  0 2025-12-29 18:56:19
31  0   5888 2446948    576 10161800    4    0  4200  8229 74134 257204 59 21 20  0  0 2025-12-29 18:56:20
15  0   5888 2584176    576 10161948    0    0 11624 14508 98517 286644 57 22 21  0  0 2025-12-29 18:56:21
10  0   5888 2577788    576 10161908    0    0 10912 19224 138292 339688 44 25 30  1  1 2025-12-29 18:56:22
33  0   5888 2575580    576 10161896    0    0 10800 18964 131217 326188 44 25 29  1  1 2025-12-29 18:56:23
30  0   5888 2576088    576 10161836    0    0 11316 18316 131857 328511 43 26 29  1  1 2025-12-29 18:56:24
30  0   5888 2556208    576 10162088    0    0  8112 13558 91834 284744 55 23 21  0  0 2025-12-29 18:56:25
17  0   5888 2488112    576 10161944    0    0  7644 12002 96607 299819 58 22 19  0  0 2025-12-29 18:56:26
41  0   5888 2499352    576 10161948    0    0 10468  8413 79279 296905 65 21 14  0  0 2025-12-29 18:56:27
39  0   5888 2354456    576 10161892    0    0  5332  8375 76057 253322 71 19  9  0  0 2025-12-29 18:56:28
30  0   5888 2500152    576 10165936    4    0  6808  7839 78861 270453 69 21  9  0  0 2025-12-29 18:56:29
24  0   5888 2563076    576 10167020    0    0 10492 18203 102676 308435 50 25 25  1  0 2025-12-29 18:56:30
25  0   5888 2670552    576 10167228    0    0 11396 19700 144551 350005 45 25 29  1  0 2025-12-29 18:56:31
10  0   5888 2679044    576 10168360    0    0 13872 19839 140708 342710 45 25 29  1  0 2025-12-29 18:56:32
14  0   5888 2676880    576 10169112    0    0 11404 19659 144228 347971 45 25 29  1  0 2025-12-29 18:56:33
50  0   5888 2676588    576 10169004    0    0  9320 17420 111939 301669 47 25 26  1  1 2025-12-29 18:56:34
26  0   5888 2672264    576 10169056    0    0  9300 17762 98442 291248 53 23 23  1  0 2025-12-29 18:56:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
65  0   5888 2273840    576 10169064    0    0  5516  9260 86125 232275 65 22 12  0  0 2025-12-29 18:56:36
76  0   5888 2017848    576 10169040    0    0  2880  2632 72204 179805 83 16  1  0  0 2025-12-29 18:56:37
62  0   5888 1958984    576 10171980    0    0  3184  6150 71780 192283 80 19  1  0  0 2025-12-29 18:56:38
58  0   5888 1909060    576 10173240    0    0  3305  7308 65343 199705 79 19  1  0  0 2025-12-29 18:56:39
49  0   5888 1970176    576 10185360    0    0  2657  6523 63927 209097 79 18  3  0  0 2025-12-29 18:56:40
30  0   5888 2152040    576 10194864    0    0  8635  6304 73998 242630 75 20  5  0  0 2025-12-29 18:56:41
32  0   5888 2411836    576 10181996    0    0 10856  6303 68220 240101 67 23 10  0  0 2025-12-29 18:56:42
53  0   5888 2504132    576 10181988    8    0  7120 10246 66124 221280 59 27 14  0  0 2025-12-29 18:56:43
33  0   5888 2478652    576 10175616    8    0  8476  6931 72544 247479 61 25 13  0  0 2025-12-29 18:56:44
31  0   5888 2459292    576 10173912    0    0  4436  5224 72776 216568 69 23  8  0  0 2025-12-29 18:56:45
32  0   5888 2467272    576 10173980    0    0  8452 20791 81629 256575 60 25 15  0  0 2025-12-29 18:56:46
25  0   5888 2504376    576 10174460    0    0 10276 15043 85016 271031 66 24 10  0  0 2025-12-29 18:56:47
40  0   5888 2413424    576 10174484    0    0  4940  5774 78438 245179 69 24  7  0  0 2025-12-29 18:56:48
19  0   5888 2509168    576 10176992    0    0  4512 10416 71568 234091 64 24 12  0  1 2025-12-29 18:56:49
24  0   5888 2571088    576 10178488    0    0  9596  8548 76280 268246 57 22 21  0  0 2025-12-29 18:56:50
 8  0   5888 2660476    576 10178632    0    0 10736 19149 118863 322080 49 25 25  1  0 2025-12-29 18:56:51
29  0   5888 2564016    576 10178552    0    0 10968 13767 104336 288649 60 22 18  0  0 2025-12-29 18:56:52
17  0   5888 2651068    576 10178644    0    0 10264 11047 89692 267641 63 21 15  0  0 2025-12-29 18:56:53
23  0   5888 2652552    576 10178676    0    0 11464 18321 140634 335231 44 27 27  0  1 2025-12-29 18:56:54
40  0   5888 2653416    576 10178676    0    0 10160 17223 102149 295086 51 25 22  1  1 2025-12-29 18:56:55
22  0   5888 2577196    576 10178568    0    0  9184 13134 80393 273826 62 22 16  0  0 2025-12-29 18:56:56
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
20  0   5888 2563120    576 10178820    0    0 10096  9186 87023 289110 66 21 13  0  0 2025-12-29 18:56:57
33  0   5888 2539200    576 10178880    0    0  9544 10286 75124 264748 64 20 15  0  0 2025-12-29 18:56:58
22  1   5888 2618404    576 10181572    0    0  9796 20515 83317 276611 56 23 20  1  0 2025-12-29 18:56:59
30  0   5888 2560848    576 10182464    0    0  7508 26717 89298 278201 58 23 18  1  1 2025-12-29 18:57:00
47  0   5888 2391368    576 10182484    0    0  5276  9191 63254 213397 75 18  6  0  0 2025-12-29 18:57:01
33  0   5888 2495380    576 10182440    0    0  4076 12194 71644 241015 78 18  4  0  0 2025-12-29 18:57:02
11  1   5888 2657272    576 10182528    0    0 11780 48455 117716 338076 48 27 24  2  0 2025-12-29 18:57:03
42  1   5888 2656304    576 10182636    0    0 10564 46210 116314 317327 43 29 26  2  0 2025-12-29 18:57:04
19  0   5888 2656192    576 10182620    0    0  9660 33428 85493 279281 49 26 22  1  2 2025-12-29 18:57:05
41  1   5888 2565184    576 10182532    0    0  7260 26717 92642 284477 55 24 20  1  0 2025-12-29 18:57:06
36  0   5888 2580712    576 10182480    0    0  7652 15308 72681 261725 64 21 15  0  0 2025-12-29 18:57:07
46  0   5888 2394344    576 10185136    0    0  6832 15801 78996 260765 68 20 12  0  0 2025-12-29 18:57:08
33  0   5888 2538676    576 10186412    0    0  6432 22894 76819 261911 68 20 12  0  0 2025-12-29 18:57:09
17  1   5888 2656708    576 10187612    0    0 10068 26666 98713 290466 53 23 22  1  2 2025-12-29 18:57:10
18  0   5888 2658788    576 10187820    0    0 11568 58462 164303 376068 44 27 27  2  0 2025-12-29 18:57:11
13  1   5888 2656716    576 10187784    0    0 11380 58779 154525 366399 45 26 27  2  0 2025-12-29 18:57:12
25  0   5888 2658488    576 10187788    0    0 11788 59725 163156 376809 45 26 27  2  0 2025-12-29 18:57:13
11  0   5888 2656024    576 10187792    0    0 10864 52262 141505 346123 45 27 25  2  0 2025-12-29 18:57:14
36  0   5888 2647760    576 10187836    0    0  9996 31022 101001 282673 49 22 24  1  4 2025-12-29 18:57:15
37  0   5888 2387608    576 10187764    0    0  6040 29134 74851 247807 65 20 15  1  0 2025-12-29 18:57:16
45  0   5888 2318468    576 10187740    0    0 10084  8001 64893 201725 81 15  4  0  0 2025-12-29 18:57:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
29  0   5888 2543148    576 10187756    0    0  6700 13076 70224 217615 75 19  5  0  0 2025-12-29 18:57:18
61  0   5888 2551192    576 10190356    0    0  4752 16799 68165 257865 65 22 13  0  0 2025-12-29 18:57:19
16  0   5888 2622392    576 10191600    0    0  8436 37849 87619 286856 56 22 20  1  1 2025-12-29 18:57:20
27  0   5888 2670620    576 10191784    0    0 11588 58051 158176 367559 45 26 27  1  0 2025-12-29 18:57:21
12  0   5888 2669028    576 10192000    0    0 11280 19775 151729 352970 46 25 28  1  0 2025-12-29 18:57:22
22  0   5888 2662952    576 10192024    0    0 11800 19472 150304 348082 44 25 29  1  1 2025-12-29 18:57:23
21  0   5888 2568440    576 10192092    0    0  7228 17123 106317 298168 56 23 20  0  0 2025-12-29 18:57:24
26  0   5888 2582112    576 10191896    0    0  8768  6345 63952 206909 71 19  9  0  1 2025-12-29 18:57:25
50  0   5888 2343300    576 10192072    0    0  5040  6296 65281 208478 72 20  8  0  0 2025-12-29 18:57:26
64  0   5888 2111388    576 10192048    0    0  1792  2466 56587 183317 87 13  0  0  0 2025-12-29 18:57:27
31  0   5888 2352120    576 10192116    0    0  5172  4696 72439 213591 79 17  4  0  0 2025-12-29 18:57:28
27  0   5888 2552696    576 10192212    0    0  8860  7965 71743 255562 66 20 13  0  0 2025-12-29 18:57:29
34  0   5888 2602128    576 10195680    0    0 10292 16354 85464 291998 57 23 19  0  0 2025-12-29 18:57:30
27  0   5888 2638708    576 10196092    0    0 11404 24009 130445 336442 48 25 26  1  0 2025-12-29 18:57:31
17  0   5888 2541316    576 10195968    0    0 11080 39191 106919 302532 56 23 20  1  0 2025-12-29 18:57:32
13  0   5888 2647028    576 10195920    0    0 10892 20900 97507 292123 60 21 19  1  0 2025-12-29 18:57:33
19  0   5888 2642584    576 10196044    0    0 10828 38775 123811 323889 50 25 24  1  0 2025-12-29 18:57:34
38  0   5888 2642424    576 10196184    0    0 10436 43266 90797 296648 52 23 22  1  0 2025-12-29 18:57:35
39  0   5888 2461892    576 10196148    0    0  7420 31715 90723 258569 61 24 13  1  1 2025-12-29 18:57:36
45  0   5888 2390648    576 10199532    0    0  6546 15544 68844 205840 62 27 10  0  0 2025-12-29 18:57:37
42  0   5888 2200496    576 10201448   20    0  3816  6474 76428 225161 72 22  6  0  0 2025-12-29 18:57:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
35  0   5888 2149912    576 10214076    0    0  5521 12368 71203 234396 75 18  6  0  0 2025-12-29 18:57:39
50  0   5888 2196596    576 10227276    0    0  3132  9743 69209 218088 76 20  4  0  0 2025-12-29 18:57:40
42  0   5888 2314612    576 10209480    0    0  1805  7428 72540 206445 73 23  3  0  1 2025-12-29 18:57:41
37  0   5888 2530576    576 10200424   24    0  8296  6559 75639 241599 50 31 19  0  0 2025-12-29 18:57:42
12  1   5888 2542024    576 10200632    0    0 10052 14077 105389 295240 47 28 25  0  0 2025-12-29 18:57:43
23  0   5888 2536160    576 10200672    0    0  9768 17962 114496 313010 47 27 25  0  0 2025-12-29 18:57:44
34  0   5888 2518452    576 10200640    0    0  8120 12487 89470 268333 54 25 21  0  0 2025-12-29 18:57:45
39  0   5888 2394560    576 10200876    0    0  7736  6569 72828 204583 64 23 12  0  1 2025-12-29 18:57:46
21  0   5888 2438836    576 10201000    0    0  5696  7442 75293 247720 71 21  8  0  0 2025-12-29 18:57:47
43  0   5888 2410392    576 10201052    0    0  6004  7566 69558 226904 73 22  5  0  0 2025-12-29 18:57:48
40  0   5888 2360728    576 10204700    0    0  3408  7367 70737 222286 77 19  4  0  0 2025-12-29 18:57:49
13  0   5888 2585804    576 10206036    0    0  7316 16143 102091 304319 55 23 21  0  0 2025-12-29 18:57:50
37  0   5888 2451928    576 10206320    0    0  8120 10346 91183 250635 64 23 13  0  1 2025-12-29 18:57:51
28  0   5888 2409428    576 10206276    0    0 10700  7031 79360 236225 72 19  8  0  0 2025-12-29 18:57:52
39  1   5888 2626396    576 10206180    0    0 10864 18491 120896 320586 48 27 24  1  1 2025-12-29 18:57:53
17  0   5888 2622780    576 10206444    0    0 11984 19225 144205 345288 43 28 28  1  0 2025-12-29 18:57:54
24  0   5888 2630664    576 10206492    0    0 11056 18120 110207 315694 48 27 24  1  0 2025-12-29 18:57:55
35  0   5888 2451468    576 10206308    0    0  8400 10378 101710 273578 61 20 18  0  1 2025-12-29 18:57:56
35  0   5888 2507296    576 10206284    0    0  5716 17625 77347 244002 71 17 11  0  0 2025-12-29 18:57:57
24  0   5888 2471052    576 10206324    0    0  9680 10127 71428 266492 66 20 14  0  0 2025-12-29 18:57:58
39  0   5888 2606632    576 10209316    0    0  9040 13935 82337 282782 57 23 19  0  0 2025-12-29 18:57:59
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
18  0   5888 2571932    576 10210012    0    0    36 18883 91196 297047 53 22 24  1  0 2025-12-29 18:58:00
30  0   5888 2620696    576 10210272    0    0    16 19365 139484 342071 44 25 30  1  1 2025-12-29 18:58:01
17  0   5888 2618716    576 10210144    0    0    24 19753 141853 350430 44 25 30  1  0 2025-12-29 18:58:02
25  0   5888 2629120    576 10210232    0    0    16 19330 145574 353074 44 25 30  1  0 2025-12-29 18:58:03
18  0   5888 2531724    576 10210276    0    0     8 12835 100163 303087 60 22 18  0  0 2025-12-29 18:58:04
28  0   5888 2573456    576 10210112    0    0    16  9527 73970 249507 70 20 10  0  0 2025-12-29 18:58:05
22  1   5888 2535940    576 10210084    0    0    20 13053 85790 289060 62 21 16  0  1 2025-12-29 18:58:06
38  1   5888 2537124    576 10210084    0    0    16 12750 86452 276698 66 21 13  0  0 2025-12-29 18:58:07
16  0   5888 2497860    576 10210180    0    0    16  9151 80160 284194 67 19 14  0  0 2025-12-29 18:58:08
15  0   5888 2587504    576 10212940    0    0    16 30978 89272 295395 54 23 21  1  0 2025-12-29 18:58:09
17  0   5888 2614252    576 10213936    0    0    20 18218 107529 313227 50 24 25  1  0 2025-12-29 18:58:10
30  0   5888 2624260    576 10213988    0    0     8 18708 140548 339508 44 24 29  1  2 2025-12-29 18:58:11
20  0   5888 2532204    576 10214100    0    0    16 13520 106120 305119 56 23 20  0  0 2025-12-29 18:58:12
19  0   5888 2623312    576 10213992    0    0    16 10026 86425 285427 63 21 16  0  0 2025-12-29 18:58:13
20  0   5888 2621488    576 10214036    0    0    16 18877 133738 342839 45 26 29  1  0 2025-12-29 18:58:14
14  0   5888 2623856    576 10214032    0    0    12 17229 106758 318022 49 25 25  1  0 2025-12-29 18:58:15
51  0   5888 2283408    576 10214004    0    0    28  8368 91235 249819 68 20 12  0  0 2025-12-29 18:58:16
48  0   5888 2058456    576 10214044    0    0    16  1441 64879 193541 86 13  1  0  0 2025-12-29 18:58:17
63  0   5888 2397180    576 10214228    0    0   136  4397 67923 203490 77 18  5  0  0 2025-12-29 18:58:18
34  0   5888 2684100    576 10216844    0    0    16  6661 71616 234936 65 22 14  0  0 2025-12-29 18:58:19
34  0   5888 2515076    576 10217292   28    0    44 10436 74196 259597 67 22 11  0  0 2025-12-29 18:58:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
