procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
32  0   6144 2969016    176 6621964    0    0 86136  9219 89880 217751 74 20  5  0  0 2025-12-29 19:15:02
28  0   6144 3288080    176 6622756    0    0 129964 11508 91139 253516 66 23 10  0  0 2025-12-29 19:15:03
16  0   6144 3314268    176 6624528    0    0 163704 12344 87502 236014 57 24 18  0  1 2025-12-29 19:15:04
36  0   6144 3294596    176 6623880    0    0 136328 10639 84249 223236 66 23 10  0  1 2025-12-29 19:15:05
30  0   6144 3305744    176 6623428    0    0 129284  9690 89801 220082 68 22  9  0  1 2025-12-29 19:15:06
36  1   6144 3053364    176 6623356    0    0 82320  6054 78913 200179 80 18  1  0  0 2025-12-29 19:15:07
47  0   6144 3020728    176 6623644    0    0 103112  7794 78217 194735 79 19  2  0  0 2025-12-29 19:15:08
44  0   6144 2911752    176 6623780    0    0 57368  6373 72277 180838 80 19  1  0  0 2025-12-29 19:15:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
46  2   6144 2876552    176 6627012    0    0 63780  5601 77412 198252 81 18  1  0  0 2025-12-29 19:15:10
32  0   6144 3047920    176 6628936    0    0 111040  7848 93445 243708 70 23  6  0  1 2025-12-29 19:15:11
21  0   6144 2965964    176 6628692    0    0 118216  8099 85742 224314 76 20  4  0  0 2025-12-29 19:15:12
34  0   6144 3127828    176 6630000    0    0 102612  9038 92210 222358 70 23  7  0  0 2025-12-29 19:15:13
18  0   6144 3142404    176 6630608    0    0 153696 14739 94543 251214 59 26 14  0  0 2025-12-29 19:15:14
26  1   6144 3126812    176 6631452    0    0 167760 16107 99504 255686 55 27 17  0  1 2025-12-29 19:15:15
34  0   6144 3112044    176 6631964    0    0 126564 13455 91821 244039 63 25 10  0  2 2025-12-29 19:15:16
49  0   6144 2904028    176 6631484    0    0 70948  7648 72994 182617 79 19  2  0  0 2025-12-29 19:15:17
42  0   6144 2891884    176 6630528    0    0 58324  6126 73996 189136 78 19  3  0  0 2025-12-29 19:15:18
54  0   6144 2897752    176 6630960    0    0 65508  8968 76646 206731 77 20  3  0  0 2025-12-29 19:15:19
40  2   6144 3003712    176 6635320    0    0 90092 43329 92172 253896 67 23  9  1  0 2025-12-29 19:15:20
16  0   6144 2984368    176 6634300    0    0 60464  8663 83103 263491 64 22 13  1  1 2025-12-29 19:15:21
52  0   6144 2871716    176 6635784    0    0 37164  6163 68346 223842 75 20  5  0  0 2025-12-29 19:15:22
21  1   6144 3049244    176 6637308    0    0 53276  6150 76570 234368 71 21  7  0  0 2025-12-29 19:15:23
27  0   6144 3136368    176 6637908    0    0 96704 23071 76808 233703 61 24 14  1  0 2025-12-29 19:15:24
58  2   6144 2965052    176 6641476    0    0 90080 12228 79306 181428 73 22  4  1  0 2025-12-29 19:15:25
41  0   6144 2939104    176 6642672    0    0 72016  8976 69879 179248 78 16  4  0  1 2025-12-29 19:15:26
40  0   6144 3033472    176 6641872    0    0 65188  6327 70424 194053 77 18  4  0  0 2025-12-29 19:15:27
21  0   6144 3059848    176 6642976    0    0 80272  7872 85242 228251 68 22  9  0  0 2025-12-29 19:15:28
22  0   6144 3109584    176 6642336    0    0 77808  7713 87818 252269 63 22 15  0  0 2025-12-29 19:15:29
18  1   6144 3110668    176 6646976    0    0 120676  7444 89480 258683 60 25 13  3  0 2025-12-29 19:15:30
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
28  0   6144 3130952    176 6647900    0    0 122508 13910 83034 245284 57 26 15  0  2 2025-12-29 19:15:31
29  0   6144 3096976    176 6648680    0    0 115532 10216 85114 233350 63 23 12  1  0 2025-12-29 19:15:32
36  1   6144 2997780    176 6648428    0    0 63192  7890 77970 203227 72 21  7  0  0 2025-12-29 19:15:33
21  1   6144 3202456    176 6649404    0    0 84660  7938 85147 216093 69 23  7  1  0 2025-12-29 19:15:34
29  0   6144 3265260    176 6651236    0    0 133840  9053 88263 243111 54 26 18  0  2 2025-12-29 19:15:35
36  0   6144 3290828    176 6651392    0    0 118928 12790 74598 207738 59 23 15  0  3 2025-12-29 19:15:36
39  1   6144 3064852    176 6650836    0    0 52620  5813 70811 188771 74 22  4  0  0 2025-12-29 19:15:37
48  0   6144 2938360    176 6653276    0    0 28872  5661 70810 205226 65 26  8  0  0 2025-12-29 19:15:38
38  0   6144 2735800    176 6654460    0    0 65408  6617 70003 199011 73 20  6  0  0 2025-12-29 19:15:39
44  0   6144 2721492    176 6668176    0    0 52064  7365 64890 184709 78 19  3  0  0 2025-12-29 19:15:40
56  0   6144 2622420    176 6676064    0    0 29280  6401 67406 182331 83 17  0  0  0 2025-12-29 19:15:41
61  1   6144 2737072    176 6672600    0    0 39824 12565 65910 176469 80 18  1  0  1 2025-12-29 19:15:42
49  1   6144 2831924    176 6663620    0    0 56748  6115 74046 194135 75 23  2  0  0 2025-12-29 19:15:43
33  0   6144 3179684    176 6657964    0    0 81320  9798 83717 215429 60 30 10  0  0 2025-12-29 19:15:44
29  0   6144 3183104    176 6659320    0    0 124048 11070 89308 251616 56 29 15  0  1 2025-12-29 19:15:45
21  0   6144 3194940    176 6660156    0    0 109300 24083 86486 250317 58 26 15  0  1 2025-12-29 19:15:46
65  0   6144 2896500    176 6658896    0    0 42696  6524 62502 155928 80 17  1  0  2 2025-12-29 19:15:47
57  1   6144 2745176    176 6657964    0    0 36192  4167 69382 169966 79 19  2  0  0 2025-12-29 19:15:48
55  1   6144 2604156    176 6658508    0    0 26000  3765 64947 169132 81 17  1  0  0 2025-12-29 19:15:49
59  1   6144 2643484    176 6659032    0    0 42816  3875 72003 180339 81 18  1  0  0 2025-12-29 19:15:50
42  2   6144 2849780    176 6659680    0    0 50516  6142 84068 238884 76 19  4  0  0 2025-12-29 19:15:51
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
46  0   6144 2945112    176 6661672    0    0 74124  6679 79907 214204 70 22  7  0  1 2025-12-29 19:15:52
34  0   6144 3006576    176 6665084    0    0 100300  5726 89469 258791 69 23  7  0  0 2025-12-29 19:15:53
25  0   6144 3174704    176 6665908    0    0 92872  8079 87284 253447 73 22  5  0  0 2025-12-29 19:15:54
48  0   6144 3083456    176 6666200    0    0 108504 25717 87328 227852 66 23 10  0  0 2025-12-29 19:15:55
27  0   6144 3078596    176 6666668    0    0 93904  8569 79597 198730 73 20  7  0  0 2025-12-29 19:15:56
70  0   6144 2912628    176 6666140    0    0 17128  3850 57352 142806 85 14  1  0  1 2025-12-29 19:15:57
55  1   6144 3017580    176 6665544    0    0 17760  3242 57565 151154 84 15  0  0  0 2025-12-29 19:15:58
42  0   6144 2992332    176 6665180    0    0 41552  4572 69473 175452 79 18  2  0  0 2025-12-29 19:15:59
35  0   6144 3009016    176 6666988    0    0 66580  7978 75524 244523 67 20 10  2  0 2025-12-29 19:16:00
29  1   6144 3102420    176 6670484    0    0 126808  8935 86475 261068 59 24 15  1  0 2025-12-29 19:16:01
36  0   6144 3067188    176 6671184    0    0 122372  7975 86983 251761 61 24 13  1  1 2025-12-29 19:16:02
33  0   6144 3184520    176 6671940    0    0 141776 12321 91534 240849 59 27 14  0  0 2025-12-29 19:16:03
24  0   6144 3133628    176 6673056    0    0 126548 11636 85624 246736 59 25 16  0  1 2025-12-29 19:16:04
33  0   6144 3004484    176 6672680    0    0 126240  7369 79772 218387 73 21  6  0  0 2025-12-29 19:16:05
45  0   6144 3034088    176 6672740    0    0 84296  5584 78396 183938 76 19  4  0  0 2025-12-29 19:16:06
48  0   6144 2906936    176 6672324    0    0 49756  4445 69410 181156 80 16  3  0  1 2025-12-29 19:16:07
52  0   6144 2858468    176 6672940    0    0 61656  5255 76402 188027 80 18  2  0  0 2025-12-29 19:16:08
25  0   6144 2979520    176 6672264    0    0 55812  5073 83591 225580 77 17  5  0  0 2025-12-29 19:16:09
23  3   6144 3006560    176 6674184    0    0 64136  8765 81281 238474 69 21  9  1  0 2025-12-29 19:16:10
43  0   6144 2938352    176 6678376    0    0 113956  7207 79757 229979 60 23 16  0  0 2025-12-29 19:16:11
33  0   6144 2821472    176 6677892    0    0 84356  6748 77517 204590 76 19  4  0  1 2025-12-29 19:16:12
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
48  1   6144 2709028    176 6678192    0    0 61588  6435 81434 204280 79 21  0  0  0 2025-12-29 19:16:13
47  0   6144 2802324    176 6679224    0    0 67080  6020 85985 235450 76 20  4  0  0 2025-12-29 19:16:14
22  0   6144 2879676    176 6679716    0    0 87628  7404 84606 251129 72 20  8  0  0 2025-12-29 19:16:15
28  0   6144 2979660    176 6680752    0    0 70244 10153 78144 237654 71 20  9  0  0 2025-12-29 19:16:16
38  0   6144 2863796    176 6679780    0    0 81596  7006 83085 193163 79 18  2  0  1 2025-12-29 19:16:17
48  0   6144 2836868    176 6679504    0    0 61644  7858 79610 213109 74 21  4  0  0 2025-12-29 19:16:18
42  0   6144 2728056    176 6680516    0    0 39700  5133 73859 196384 77 20  3  0  0 2025-12-29 19:16:19
51  2   6144 2724360    176 6683284    0    0 66660  6339 79332 223139 72 22  5  1  0 2025-12-29 19:16:20
48  1   6144 2744428    176 6684396    0    0 38164  7167 72407 200000 79 20  0  0  0 2025-12-29 19:16:21
42  1   6144 2836140    176 6685932    0    0 60792  5463 84489 225968 74 20  5  0  1 2025-12-29 19:16:22
29  0   6144 2944664    176 6687600    0    0 69176  6778 84250 241499 71 24  5  0  0 2025-12-29 19:16:23
19  0   6144 2854228    188 6718144    0    0 88072  8973 79820 227669 69 23  8  0  0 2025-12-29 19:16:24
33  2   6144 2857316    188 6722852    0    0 121772 28589 81308 245414 58 23 18  1  1 2025-12-29 19:16:25
29  2   6144 2810516    188 6723804    0    0 72600  9231 71509 216166 69 19  9  3  0 2025-12-29 19:16:26
49  2   6144 2672328    188 6722676    0    0 50108  5361 69270 179606 80 18  2  0  0 2025-12-29 19:16:27
40  0   6144 2933916    188 6722980    0    0 63332  5821 78878 213321 78 19  2  0  1 2025-12-29 19:16:28
43  0   6144 2772076    188 6723112    0    0 60692  4981 79674 217638 80 18  2  0  0 2025-12-29 19:16:29
32  3   6144 2730916    188 6722804    0    0 57316  7902 78456 220006 73 20  6  1  0 2025-12-29 19:16:30
43  0   6144 2860988    188 6727504    0    0 79280  8896 92002 266817 66 23 11  0  0 2025-12-29 19:16:31
30  0   6144 2879360    188 6727988    0    0 125140 11469 82760 247765 65 24 10  0  0 2025-12-29 19:16:32
29  1   6144 3037372    188 6729616    0    0 102132  7760 80289 242577 62 24 12  0  1 2025-12-29 19:16:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
17  0   6144 3062792    188 6730244    0    0 152244 10536 91634 257386 55 26 17  1  1 2025-12-29 19:16:34
27  0   6144 2933124    188 6729568    0    0 149804 12702 90694 250666 56 27 16  0  1 2025-12-29 19:16:35
26  0   6144 2906752    188 6731100    0    0 128220  8000 86481 233713 61 24 14  0  1 2025-12-29 19:16:36
77  1   6144 2494644    188 6729568    0    0 23128  3957 68081 177240 80 19  1  0  0 2025-12-29 19:16:37
72  0   6144 2322656    188 6729756    0    0 26456  3490 67056 161875 79 20  1  0  1 2025-12-29 19:16:38
61  1   6144 2286932    188 6732120    0    0 19256  4261 66100 175763 78 21  1  0  0 2025-12-29 19:16:39
79  1   6144 2171220    188 6742308    0    0 19552  2987 68287 177242 81 18  1  0  0 2025-12-29 19:16:40
77  1   6144 2088568    188 6753620    0    0 33916  3512 67569 187757 80 18  1  0  0 2025-12-29 19:16:41
47  2   6144 2390688    188 6758596    0    0 26304  7162 59236 172010 80 19  1  0  0 2025-12-29 19:16:42
37  4   6144 2524892    188 6768580    0    0 41692 33851 70450 200252 76 20  2  1  1 2025-12-29 19:16:43
50  1   6144 2667656    188 6781272    0    0 45000 35163 76548 222093 70 24  4  1  0 2025-12-29 19:16:44
40  0   6144 2749600    188 6761180    0    0 56924 25776 74342 190401 68 24  7  0  0 2025-12-29 19:16:45
40  0   6144 2792392    188 6760368    0    0 71688  6811 84187 203806 72 23  4  0  0 2025-12-29 19:16:46
30  1   6144 2718508    188 6759900    0    0 70848 17055 78877 207485 71 23  6  0  0 2025-12-29 19:16:47
33  0   6144 2766632    188 6760000    0    0 86124  6224 86121 230475 69 22  7  0  2 2025-12-29 19:16:48
44  0   6144 2688548    188 6760800    0    0 69652  5144 77957 239468 69 20 11  0  0 2025-12-29 19:16:49
47  3   6144 2706032    188 6762176    0    0 87100  6855 76767 233012 61 23 13  2  0 2025-12-29 19:16:50
36  0   6144 2749436    188 6762572    0    0 96468  8576 78042 235476 59 25 15  0  1 2025-12-29 19:16:51
43  0   6144 2784572    188 6762488    0    0 119316  6844 86089 247998 68 25  6  1  0 2025-12-29 19:16:52
46  0   6144 2609040    188 6762940    0    0 51440  5354 75671 209416 76 21  2  0  0 2025-12-29 19:16:53
24  0   6144 2781944    188 6764668    0    0 58196  5537 76794 197516 74 22  4  0  0 2025-12-29 19:16:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
24  1   6144 2871416    188 6764608    0    0 121688  8243 87725 245317 63 24 13  0  1 2025-12-29 19:16:55
43  0   6144 2796564    188 6765952    0    0 116796 45823 79753 227757 66 23 10  0  0 2025-12-29 19:16:56
26  0   6144 2692340    188 6765396    0    0 107168  9552 85542 229217 68 22  9  0  0 2025-12-29 19:16:57
28  0   6144 2667836    188 6766020    0    0 89792  8575 87434 258415 68 21 10  0  2 2025-12-29 19:16:58
20  0   6144 2680628    188 6766544    0    0 102232  9190 88271 239732 73 20  7  0  0 2025-12-29 19:16:59
27  1   6144 2740100    188 6769236    0    0 80908  8403 87375 242908 67 23  8  2  0 2025-12-29 19:17:00
49  0   6144 2612504    188 6768956    0    0 80908  7818 79617 233745 73 22  5  0  0 2025-12-29 19:17:01
46  0   6144 2455728    188 6768380    0    0 48884  4733 65111 192894 83 17  1  0  0 2025-12-29 19:17:02
39  1   6144 2579828    188 6768740    0    0 58448  5491 72251 212136 78 19  2  0  1 2025-12-29 19:17:03
17  0   6144 2780032    188 6770692    0    0 106124  4972 94072 264803 70 22  8  0  0 2025-12-29 19:17:04
30  1   6144 2891008    188 6771108    0    0 144772  8447 99153 271667 58 24 16  1  1 2025-12-29 19:17:05
37  0   6144 2830652    188 6770236    0    0 100788  8339 83762 235961 68 24  8  0  0 2025-12-29 19:17:06
45  0   6144 2699584    188 6771324    0    0 93744  8401 81762 218061 76 21  3  0  0 2025-12-29 19:17:07
50  0   6144 2697144    188 6770640    0    0 63800  7869 83772 226372 74 21  5  0  0 2025-12-29 19:17:08
42  0   6144 2560460    188 6770708    0    0 57224  5445 79100 207716 79 18  2  0  0 2025-12-29 19:17:09
43  0   6144 2579096    188 6772600    0    0 66608  8073 82377 231292 75 20  4  1  0 2025-12-29 19:17:10
22  0   6144 2864452    188 6775320    0    0 97904  9592 86012 267479 60 23 16  0  0 2025-12-29 19:17:11
41  0   6144 2879496    188 6776016    0    0 120136 10250 95396 261310 61 25 14  0  0 2025-12-29 19:17:12
33  0   6144 2974204    188 6778328    0    0 134336 12928 86942 240536 59 27 14  0  1 2025-12-29 19:17:13
46  0   6144 2977604    188 6778272    0    0 139656 11910 85809 247396 55 25 18  0  1 2025-12-29 19:17:14
18  0   6144 2974948    188 6779156    0    0 146552  9761 86471 240802 57 25 17  0  1 2025-12-29 19:17:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
34  0   6144 2968636    188 6778392    0    0 133240 15586 88525 251552 59 25 14  0  1 2025-12-29 19:17:16
43  0   6144 2731468    188 6777612    0    0 71780  9896 81421 224362 78 20  1  0  0 2025-12-29 19:17:17
44  0   6144 2701464    188 6777548    0    0 66916  6753 86098 219727 78 20  2  0  0 2025-12-29 19:17:18
29  0   6144 2817664    188 6777512    0    0 72908  6076 92401 233807 74 21  4  0  1 2025-12-29 19:17:19
30  0   6144 2748224    188 6779308    0    0 64460 10988 87767 243485 66 24  9  0  0 2025-12-29 19:17:20
26  0   6144 3022316    188 6782836    0    0 78248 10033 85685 256222 63 25 12  0  0 2025-12-29 19:17:21
26  0   6144 2857132    188 6784260    0    0 91308  9946 82060 225625 66 24 10  0  0 2025-12-29 19:17:22
19  0   6144 2810068    188 6785012    0    0 101356  8763 88015 235000 62 24 13  0  0 2025-12-29 19:17:23
30  0   6144 2933348    188 6785656    0    0 136812  9273 87137 237419 54 27 16  0  2 2025-12-29 19:17:24
49  1   6144 2970716    188 6787544    0    0 82064 13659 81971 204059 73 23  4  0  0 2025-12-29 19:17:25
65  1   6144 2935112    188 6789368    0    0 90588 10540 81982 204345 78 19  3  0  0 2025-12-29 19:17:26
59  0   6144 2627268    188 6788500    0    0 31164 18788 76690 189858 84 16  0  0  0 2025-12-29 19:17:27
50  0   6144 2661068    188 6788592    0    0 46028  4499 87229 217066 84 14  1  0  0 2025-12-29 19:17:28
30  0   6144 2672904    188 6788936    0    0 64012  4880 89867 220635 79 19  2  0  1 2025-12-29 19:17:29
57  0   6144 2765032    188 6790248    0    0 87556  7317 89016 220333 73 22  5  0  0 2025-12-29 19:17:30
22  0   6144 2932400    188 6795188    0    0 147520  9065 97400 262511 59 25 15  0  1 2025-12-29 19:17:31
36  0   6144 2895304    188 6795680    0    0 131152 12948 100933 271557 61 25 13  1  0 2025-12-29 19:17:32
28  0   6144 2702980    188 6796424    0    0 88064 10192 84163 233629 72 22  5  0  0 2025-12-29 19:17:33
20  0   6144 2872800    188 6796672    0    0 98092  7446 84070 214797 69 23  7  0  1 2025-12-29 19:17:34
22  0   6144 2946428    188 6797496    0    0 131200 11540 88150 260614 56 27 17  0  1 2025-12-29 19:17:35
44  0   6144 2941148    188 6797984    0    0 117648 10486 88530 249741 63 24 13  0  0 2025-12-29 19:17:36
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
58  1   6144 2717964    188 6797048    0    0 49348  6519 69563 188797 75 22  3  0  0 2025-12-29 19:17:37
50  0   6144 2693688    188 6798792    0    0 56200  7387 67936 187433 70 26  4  0  0 2025-12-29 19:17:38
49  0   6144 2588948    188 6802444    0    0 61200  8977 68990 188326 72 23  3  0  1 2025-12-29 19:17:39
54  0   6144 2412280    188 6808068    0    0 45584  8699 70604 208399 77 20  2  0  0 2025-12-29 19:17:40
60  0   6144 2323516    188 6822072    0    0 54424  4873 69081 178869 81 18  1  0  0 2025-12-29 19:17:41
47  1   6144 2478844    188 6818968    0    0 66772  7242 66193 158707 80 19  1  0  0 2025-12-29 19:17:42
48  0   6144 2578604    188 6810956    0    0 44044  5967 67858 192782 72 25  3  0  0 2025-12-29 19:17:43
51  0   6144 2792944    188 6805864    0    0 39232  6210 67481 215787 66 28  5  0  0 2025-12-29 19:17:44
39  0   6144 2857964    188 6804696    0    0 79784 11135 81436 245792 60 27 13  0  0 2025-12-29 19:17:45
30  0   6144 2847544    188 6805340    0    0 78680  9502 83786 237238 60 26 13  0  0 2025-12-29 19:17:46
52  1   6144 2745788    188 6804036    0    0 110520  7940 86020 221098 69 25  6  0  0 2025-12-29 19:17:47
57  0   6144 2711916    188 6804120    0    0 72884 22461 79264 198319 72 23  5  0  0 2025-12-29 19:17:48
69  0   6144 2613120    188 6804136    0    0 50236  4085 66661 146932 79 20  1  0  0 2025-12-29 19:17:49
57  2   6144 2499072    188 6803936    0    0 43228  5664 63624 160225 77 19  1  0  1 2025-12-29 19:17:50
37  0   6144 2653524    188 6807744    0    0 71176 10011 83290 241536 73 22  4  1  0 2025-12-29 19:17:51
40  0   6144 2702152    188 6810076    0    0 52692  8515 69832 172547 76 21  2  0  0 2025-12-29 19:17:52
41  0   6144 2678116    188 6810096    0    0 54172  7139 78743 197863 75 21  4  0  0 2025-12-29 19:17:53
20  0   6144 2910044    188 6811516    0    0 121380  5710 82012 230077 63 23 15  0  0 2025-12-29 19:17:54
34  0   6144 2952928    188 6812016    0    0 118116  8531 85375 240923 56 24 17  1  2 2025-12-29 19:17:55
49  0   6144 2932608    188 6812340    0    0 111492  9633 80122 231125 62 23 14  0  1 2025-12-29 19:17:56
67  0   6144 2642284    188 6811840    0    0 44148  6075 67299 164584 84 15  0  0  0 2025-12-29 19:17:57
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
46  0   6144 2618724    188 6811376    0    0 36592  4563 66739 172782 84 14  2  0  0 2025-12-29 19:17:58
36  0   6144 2718948    188 6811780    0    0 57764  5016 76574 210787 78 18  4  0  0 2025-12-29 19:17:59
29  0   6144 2759456    188 6812980    0    0 70780  8105 81420 209406 73 21  5  0  1 2025-12-29 19:18:00
40  0   6144 2882304    188 6816952    0    0 96524 11419 86220 236028 64 23 12  1  0 2025-12-29 19:18:01
41  1   6144 2814752    188 6849396    0    0 109340 66767 92243 248409 63 25 11  1  0 2025-12-29 19:18:02
22  3   6144 2815672    188 6848416    0    0 116656 52028 91168 253289 62 25 12  1  0 2025-12-29 19:18:03
31  0   6144 2870496    188 6851184    0    0 123928 14450 85256 244649 58 26 13  2  1 2025-12-29 19:18:04
35  0   6144 2776820    188 6851212    0    0 101928  8727 77767 208339 72 22  5  0  2 2025-12-29 19:18:05
28  0   6144 2837728    188 6850864    0    0 95028  7183 82957 221750 73 20  6  0  0 2025-12-29 19:18:06
37  0   6144 2664908    188 6852200    0    0 105124  7458 76249 221031 76 20  4  0  0 2025-12-29 19:18:07
41  0   6144 2772760    188 6851140    0    0 77888  8554 73180 184835 76 21  3  0  0 2025-12-29 19:18:08
24  0   6144 2766128    188 6853124    0    0 89568  9612 83046 236027 70 22  7  0  0 2025-12-29 19:18:09
29  0   6144 2822708    188 6857952    0    0 103440 11821 84513 248219 62 25 11  1  1 2025-12-29 19:18:10
31  0   6144 2796096    188 6859524    0    0 136060 10091 95939 265759 60 24 15  0  0 2025-12-29 19:18:11
38  2   6144 2788364    188 6858996    0    0 133864 10390 92932 254762 55 27 16  1  1 2025-12-29 19:18:12
26  0   6144 2886540    188 6858212    0    0 96096  8521 80256 220060 75 23  2  0  0 2025-12-29 19:18:13
47  0   6144 2798384    188 6857856    0    0 92112  8993 84423 224948 71 22  7  0  0 2025-12-29 19:18:14
44  0   6144 2917212    188 6814880    0    0 114284 44720 82112 231115 57 26 14  1  3 2025-12-29 19:18:15
62  1   6144 2865820    188 6816364    0    0 118680 11576 89146 240013 62 25 12  0  0 2025-12-29 19:18:16
52  0   6144 2585480    188 6814028    0    0 53880  5208 71190 185418 84 15  1  0  0 2025-12-29 19:18:17
47  0   6144 2512652    188 6813288    0    0 50712  6025 73903 195099 81 18  2  0  0 2025-12-29 19:18:18
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
64  0   6144 2596052    188 6814124    0    0 52172  6043 78157 197957 80 19  1  0  0 2025-12-29 19:18:19
63  1   6144 2827828    188 6806332    0    0 55504  7642 75093 184778 74 22  3  1  1 2025-12-29 19:18:20
53  1   6144 2746268    188 6807272    0    0 35532  5672 65991 188076 73 21  5  0  0 2025-12-29 19:18:21
27  0   6144 2815752    188 6807764    0    0 55728  5763 74591 212532 74 22  4  0  0 2025-12-29 19:18:22
37  1   6144 2738964    188 6809112    0    0 87884  6957 91118 253502 72 23  5  0  0 2025-12-29 19:18:23
41  0   6144 2874408    188 6810960    0    0 128036  9021 89141 247656 56 26 18  0  1 2025-12-29 19:18:24
49  2   6144 2856884    188 6791284    0    0 105520 16222 81983 245764 66 24  9  1  1 2025-12-29 19:18:25
40  0   6144 2837824    188 6797920    0    0 115156  9912 85206 233420 70 22  7  0  0 2025-12-29 19:18:26
33  0   6144 2669164    188 6808556    0    0 92520  7526 93023 234450 71 24  5  0  0 2025-12-29 19:18:27
41  0   6144 2745940    188 6810248    0    0 55624  7866 88103 241044 69 24  7  0  0 2025-12-29 19:18:28
49  0   6144 2615268    188 6810012    0    0 53392  5037 80941 193243 83 17  0  0  0 2025-12-29 19:18:29
30  2   6144 2729732    188 6813500    0    0 57076  6388 76794 205414 74 20  6  0  1 2025-12-29 19:18:30
27  0   6144 2837260    188 6814716    0    0 127304  9010 88919 250296 61 25 14  1  0 2025-12-29 19:18:31
48  1   6144 2805196    188 6815616    0    0 137968  8759 86576 255646 54 25 18  2  1 2025-12-29 19:18:32
37  0   6144 2849116    188 6815912    0    0 122900 44614 85872 240947 60 26 11  2  1 2025-12-29 19:18:33
27  0   6144 2921244    188 6816508    0    0 144548 11048 93926 258426 58 25 16  0  1 2025-12-29 19:18:34
19  0   6144 2913932    188 6816548    0    0 146400 11887 92853 254706 57 26 16  0  1 2025-12-29 19:18:35
54  0   6144 2871072    188 6817232    0    0 97172  9246 81073 247402 59 25 14  0  2 2025-12-29 19:18:36
46  0   6144 2634516    188 6815804    0    0 40180  4398 69029 185854 81 17  2  0  0 2025-12-29 19:18:37
46  0   6144 2512660    188 6816616    0    0 21828  4752 70014 188645 73 23  4  0  0 2025-12-29 19:18:38
57  0   6144 2446540    188 6820276    0    0 37384  4164 63836 175265 76 21  3  0  0 2025-12-29 19:18:39
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
36  2   6144 2287380    188 6825200    0    0 38500  3898 63991 181236 81 17  3  0  0 2025-12-29 19:18:40
44  1   6144 2423020    188 6829768    0    0 59792 13235 77203 246219 75 20  4  0  1 2025-12-29 19:18:41
44  2   6144 2370676    188 6844768    0    0 38232  7471 66526 199902 81 18  2  0  0 2025-12-29 19:18:42
42  3   6144 2521624    188 6833296    0    0 39232 31314 69719 197131 73 22  4  0  0 2025-12-29 19:18:43
36  1   6144 2764252    188 6825628    0    0 91984  9543 88687 232025 65 28  6  1  0 2025-12-29 19:18:44
50  0   6144 2631184    188 6826328    0    0 68900  5577 84882 210148 73 24  3  0  0 2025-12-29 19:18:45
16  0   6144 2797952    188 6826392    0    0 54248  5885 74684 200015 70 20  7  1  2 2025-12-29 19:18:46
51  1   6144 2653020    188 6827772    0    0 89948  6973 76663 242483 72 23  5  0  0 2025-12-29 19:18:47
23  0   6144 2706048    188 6827292    0    0 80948 21190 84620 228852 73 24  3  0  0 2025-12-29 19:18:48
51  0   6144 2646532    188 6827028    0    0 53940  7563 73685 195876 72 22  6  0  0 2025-12-29 19:18:49
41  0   6144 2644668    188 6827860    0    0 76528  8347 81629 217040 73 23  4  0  0 2025-12-29 19:18:50
34  0   6144 2701960    188 6832252    0    0 84988 10212 84053 247654 66 25  7  0  2 2025-12-29 19:18:51
51  1   6144 2617792    188 6832868    0    0 64084  6135 87120 225808 76 20  3  1  0 2025-12-29 19:18:52
